project_id,target_label,predicted_label,confidence,judge_conflict,retrieval_judgment,rubric_judgment,final_reason
9104,Low,Mid,0.7169,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수, 개념검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
96231,Mid,Mid,0.5475,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
106465,Mid,Mid,0.6527,False,Mid,Mid,"최종 판정은 Mid입니다. 시제품점수, 실제환경검증점수, 상용화점수가 확인되었으나 상위 TRL 근거가 상대적으로 제한적으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 60%, High 20%입니다."
9864,Mid,Mid,0.7473,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
93073,Mid,Mid,0.7985,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 유사환경실증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
91410,Mid,Low,0.8022,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 80%, Mid 20%, High 0%입니다. 모델 신뢰도는 0.80입니다."
145978,Low,Low,0.6369,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 60%, Mid 0%, High 40%입니다. 모델 신뢰도는 0.64입니다."
95903,Mid,Low,0.6526,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 60%, Mid 40%, High 0%입니다. 모델 신뢰도는 0.65입니다."
113572,Mid,Mid,0.5822,True,Low,High,"최종 판정은 Mid입니다. 유사환경실증점수, 개념검증점수, 시제품점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 40%, High 20%입니다."
146284,Low,Mid,0.6412,False,Mid,Mid,"최종 판정은 Mid입니다. 실제환경검증점수, 상용화점수, 시제품점수가 확인되었으나 상위 TRL 근거가 상대적으로 제한적으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
146059,Low,Low,0.5911,True,Mid,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다. 모델 신뢰도는 0.59입니다."
93279,Mid,Mid,0.5651,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 40%, High 40%입니다."
94930,Low,Mid,0.5207,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
93819,Mid,Mid,0.7479,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
96312,Mid,Mid,0.9143,False,Mid,Mid,"최종 판정은 Mid입니다. 유사환경실증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
8551,Mid,Mid,0.6866,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
157691,Low,Mid,0.4688,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수, 개념검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
146530,Mid,Low,0.6326,True,Mid,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다. 모델 신뢰도는 0.63입니다."
146086,Mid,Low,0.5562,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 40%, Mid 40%, High 20%입니다. 모델 신뢰도는 0.56입니다."
146281,Mid,Mid,0.8151,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
33771,Mid,Mid,0.6213,True,High,Mid,"최종 판정은 Mid입니다. 개념검증점수, 시제품점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 40%, High 60%입니다."
90467,Mid,Mid,0.7072,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
8008,Mid,Mid,0.7646,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 80%, High 20%입니다."
146902,Mid,Low,0.6003,True,Mid,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다. 모델 신뢰도는 0.60입니다."
146571,Mid,Low,0.5767,True,Mid,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다. 모델 신뢰도는 0.58입니다."
112809,Low,Low,0.5238,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 60%, Mid 40%, High 0%입니다. 모델 신뢰도는 0.52입니다."
11812,Mid,Mid,0.7545,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
9591,Mid,Mid,0.6793,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
93479,Mid,Mid,0.7546,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수, 유사환경실증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
95499,Low,Low,0.8985,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 80%, Mid 20%, High 0%입니다. 모델 신뢰도는 0.90입니다."
89838,Mid,Mid,0.7028,True,Low,Mid,"최종 판정은 Mid입니다. 개념검증점수, 시제품점수, 실험실검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 40%, High 20%입니다."
125648,Mid,Mid,0.6917,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수, 개념검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 80%, High 20%입니다."
146504,Mid,Mid,0.6802,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
94618,Mid,Mid,0.7335,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 개념검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
14615,Mid,Mid,0.7664,False,Mid,Mid,"최종 판정은 Mid입니다. 유사환경실증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
102140,Mid,Mid,0.6871,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 60%, High 20%입니다."
118329,Mid,Low,0.6965,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 40%, Mid 40%, High 20%입니다. 모델 신뢰도는 0.70입니다."
158205,Mid,Mid,0.7681,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수, 개념검증점수, 시제품점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
117499,Mid,Mid,0.889,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 실험실검증점수, 시제품점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
8524,Mid,Mid,0.7013,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
113196,Mid,Mid,0.7494,False,Mid,Mid,"최종 판정은 Mid입니다. 시제품점수, 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 80%, High 20%입니다."
93520,Mid,Mid,0.55,True,High,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 20%, High 60%입니다."
90513,Mid,Mid,0.6735,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 80%, High 20%입니다."
8336,Low,Mid,0.6898,False,Mid,Mid,"최종 판정은 Mid입니다. 시제품점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
102701,Mid,Mid,0.594,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 60%, High 40%입니다."
93427,Mid,Mid,0.7866,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
106690,Mid,Mid,0.741,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
16135,Mid,Mid,0.7882,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
113057,Low,Mid,0.5774,True,Low,Mid,"최종 판정은 Mid입니다. 유사환경실증점수, 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 60%, Mid 0%, High 40%입니다."
184641,High,Mid,0.7585,False,Mid,Mid,"최종 판정은 Mid입니다. 유사환경실증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 60%, High 20%입니다."
146948,Mid,Low,0.563,True,Mid,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다. 모델 신뢰도는 0.56입니다."
9378,Mid,Mid,0.8183,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 개념검증점수, 시제품점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
145001,Mid,Mid,0.9076,False,Mid,Mid,"최종 판정은 Mid입니다. 유사환경실증점수, 실험실검증점수, 실제환경검증점수가 확인되었으나 상위 TRL 근거가 상대적으로 제한적으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
14749,Mid,Mid,0.5812,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 80%, High 20%입니다."
113471,Low,Mid,0.5819,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수, 실험실검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
7780,Mid,Mid,0.8016,False,Mid,Mid,"최종 판정은 Mid입니다. 시제품점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 80%, High 20%입니다."
125356,Mid,Mid,0.8574,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수, 시제품점수, 실제환경검증점수가 확인되었으나 상위 TRL 근거가 상대적으로 제한적으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
91731,Mid,Mid,0.635,True,Low,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 60%, Mid 40%, High 0%입니다."
158535,Low,Low,0.6231,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 60%, Mid 40%, High 0%입니다. 모델 신뢰도는 0.62입니다."
146555,Mid,Mid,0.5115,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
89896,Mid,Mid,0.7,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
93403,Mid,Mid,0.7786,False,Mid,Mid,"최종 판정은 Mid입니다. 시제품점수, 유사환경실증점수, 실제환경검증점수가 확인되었으나 상위 TRL 근거가 상대적으로 제한적으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
125349,High,Mid,0.7097,False,Mid,Mid,"최종 판정은 Mid입니다. 시제품점수, 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
16149,Mid,Mid,0.6742,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 유사환경실증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
96605,Mid,Mid,0.6005,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
154411,Mid,Mid,0.8189,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
94741,Low,Mid,0.5033,True,Low,Mid,"최종 판정은 Mid입니다. 개념검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 60%, Mid 40%, High 0%입니다."
95662,Low,Low,0.7838,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 60%, Mid 20%, High 20%입니다. 모델 신뢰도는 0.78입니다."
146321,Low,Low,0.5113,True,Mid,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다. 모델 신뢰도는 0.51입니다."
102801,Low,Mid,0.7431,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 80%, High 20%입니다."
102206,Mid,Mid,0.7663,False,Mid,Mid,"최종 판정은 Mid입니다. 실제환경검증점수, 상용화점수가 확인되었으나 상위 TRL 근거가 상대적으로 제한적으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
93255,Low,Low,0.6266,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 40%, Mid 40%, High 20%입니다. 모델 신뢰도는 0.63입니다."
34170,Mid,Mid,0.6886,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
96163,Low,Low,0.8154,True,Low,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 60%, Mid 40%, High 0%입니다. 모델 신뢰도는 0.82입니다."
95725,Mid,Mid,0.8742,False,Mid,Mid,"최종 판정은 Mid입니다. 시제품점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
94704,Mid,Mid,0.7174,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 상용화점수, 유사환경실증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 60%, High 20%입니다."
154856,Mid,Mid,0.7895,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 시제품점수, 유사환경실증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 60%, High 20%입니다."
182846,Mid,Mid,0.6823,False,Mid,Mid,"최종 판정은 Mid입니다. 개념검증점수, 유사환경실증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
146939,Low,Low,0.643,True,Mid,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다. 모델 신뢰도는 0.64입니다."
14405,Mid,Mid,0.8627,False,Mid,Mid,"최종 판정은 Mid입니다. 유사환경실증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
97189,Mid,Mid,0.7494,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 40%, High 40%입니다."
92769,Mid,Mid,0.841,True,Low,Mid,"최종 판정은 Mid입니다. 개념검증점수, 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 20%, High 40%입니다."
112955,Mid,Mid,0.7984,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
92582,Mid,Mid,0.8265,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 시제품점수, 유사환경실증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
94335,Mid,Mid,0.8053,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
9501,Low,Mid,0.6728,True,Low,Mid,"최종 판정은 Mid입니다. 개념검증점수, 시제품점수, 실험실검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 60%, Mid 40%, High 0%입니다."
34775,Mid,Mid,0.8079,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 시제품점수, 유사환경실증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
11553,Low,Low,0.7886,True,Mid,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다. 모델 신뢰도는 0.79입니다."
95035,Low,Mid,0.6522,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 개념검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
71896,Mid,Mid,0.6634,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 원리검증점수, 유사환경실증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
18462,Mid,Mid,0.5603,False,Mid,Mid,"최종 판정은 Mid입니다. 시제품점수, 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 60%, High 40%입니다."
95518,Low,Low,0.6599,True,Mid,Mid,"최종 판정은 Low입니다. 시제품, 실험실 검증, 운영환경 근거가 충분히 강하지 않으며, 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다. 모델 신뢰도는 0.66입니다."
113552,Mid,Mid,0.7574,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
125557,High,Mid,0.5449,True,High,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수, 개념검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 40%, High 60%입니다."
10302,Mid,Mid,0.7769,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
33701,Mid,Mid,0.8079,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수, 개념검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
16740,Mid,Mid,0.6989,False,Mid,Mid,"최종 판정은 Mid입니다. 실험실검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
182840,Mid,Mid,0.6007,True,Low,Mid,"최종 판정은 Mid입니다. 개념검증점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 40%, High 20%입니다."
105784,Low,Mid,0.8432,False,Mid,Mid,"최종 판정은 Mid입니다. 시제품점수, 상용화점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 20%, Mid 80%, High 0%입니다."
17758,Mid,Mid,0.7518,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수, 개념검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 0%, Mid 100%, High 0%입니다."
94659,Low,Mid,0.5835,False,Mid,Mid,"최종 판정은 Mid입니다. 상용화점수, 유사환경실증점수, 실험실검증점수가 확인되었으나 실제 운영환경 검증 evidence 부족으로 인해 TRL 4~6 수준으로 판단됩니다. 유사 과제 분포는 Low 40%, Mid 60%, High 0%입니다."
