project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl,trl_delta,target_label,split
17461,Miniature optical communication transceiver with imbedded ranging and Doppler measurement capabilities,Center Innovation Fund: GSFC CIF,TX05.1.6 Optimetrics,We propose to develop a miniature optical communication transceiver with imbedded ranging and accurate Doppler capabilities. We demonstrated a high precision ranging (distance) and range rate (speed or Doppler Shift) measurement system over high speed laser communication link. A complete bench top optical communicat...,"It will benefit formation flying, navigation and ranging.",3,3,0,Low,test
90319,Miniature Optical Isolator,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.3 Optical Components,"To address NASA's need for compact optical isolators, Physical Optics Corporation (POC) proposes to continue the development of a new Miniature Optical Isolator (MOI). The novel optical isolator design is based on enhanced magneto-optical (MO) effects in magnetic photonic crystals. The innovation in the technology i...","The primary NASA applications of the proposed MOI system are in metrology, magnetometry, and inertial navigation. NASA applications inherently require miniaturization of all system components. Frequency stabilized las...",3,7,4,High,train
34035,Miniature Optical Isolator,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.3 Optical Components,"To address NASA's need for miniature optical isolators in atom interferometry applications, Physical Optics Corporation (POC) proposes to develop a miniature optical isolation technology based on magnetic photonic crystals optimized at wavelengths in the visible and NIR range. The proposed optical isolator design is...","The primary NASA applications of the proposed MOI system are in metrology, magnetometry, and inertial navigation. NASA applications inherently require miniaturization of all system components. Frequency stabilized las...",3,4,1,Mid,train
113363,Miniature Optical Proximity Sensor,Small Business Innovation Research/Small Business Tech Transfer,TX04.1.2 State Estimation,"Technical Abstract: (Limit 2,000 characters) No proprietary info RC Integrated Systems LLC (RISL), with support from Lockheed Martin Space (LMS) and in collaboration with TechOpp Consulting Inc., proposes to advance the development of a novel Miniature Optical Proximity Sensor (MOPS), capable of providing sub-mm ran...",The proposed sensor directly addresses the major NASA requirements of a low mass low power proximity sensor for a robotic arm to enhance satellite servicing. MOPS will provide a lightweight sensor measuring the distan...,4,6,2,Mid,train
102886,Miniature Optical Proximity Sensor,Small Business Innovation Research/Small Business Tech Transfer,TX04.1.2 State Estimation,"To meet the NASA need for low mass low power proximity sensor which can be mounted at the end of a robotic arm, RC Integrated Systems LLC (RISL) proposes to develop a new Miniature Optical Proximity Sensor (MOPS), capable of providing micrometer range resolution for measurement of an arbitrary target ranging from co...",MOPS addresses the major NASA requirements of a low mass low power proximity sensor for a robotic arm to enhance satellite servicing. MOPS will for the first time provide a lightweight sensor measuring the distance fr...,2,4,2,Mid,train
113364,Miniature passive thermal control valve for mixing or splitting single-phase fluid,Small Business Innovation Research/Small Business Tech Transfer,TX14.2.2 Heat Transport,NASA's Jet Propulsion Laboratory (JPL) developed mechanically pumped single-phase fluid loop (MPFL) thermal system for the Mars Science Laboratory (MSL) rover fluid loop that used mixing or splitting passive thermal control valve (TCV) to control the fluid flow path during different environmental scenarios. NASA has...,"The developed thermal control valve (TCV) will be used in mechanically pumped single-phase fluid loop (MPFL) thermal systems of various NASA's space missions/programs like, Europa Clipper, Mars Perseverance Rover, Ori...",2,4,2,Mid,train
125645,Miniature passive thermal control valve for mixing or splitting single-phase fluid,Small Business Innovation Research/Small Business Tech Transfer,TX14.2.2 Heat Transport,NASA's Jet Propulsion Laboratory (JPL) developed mechanically pumped single-phase fluid loop (MPFL) thermal system for the Mars Science Laboratory (MSL) rover fluid loop that used mixing or splitting passive thermal control valve (TCV) to control the fluid flow path during different environmental scenarios. NASA has...,"The developed thermal control valve (TCV) will be commercially used in mechanically pumped single-phase fluid loop (MPFL) thermal systems of various NASA's space missions/programs like, Europa Clipper, Mars Perseveran...",3,5,2,Mid,train
90772,Miniature Pencil-Beam X-ray Collimator,Center Independent Research & Development: GSFC IRAD,TX08.1.3 Optical Components,"X-ray mirrors used on current astrophysical satellites have sub-arcmin angular resolution and a physical diameter about tens of cm. This poses a serious practical problem for their calibration, which requires a parallel incident X-ray beam to approximate a celestial point source at infinite distance.","Our 1' beam will be narrower than that achieved in the 100-m long X-ray beamline. In general, such a narrow-beam source would enable a much more practical end-to-end ground testing of future X-ray instruments, because...",1,3,2,Low,test
117271,"Miniature Photonic Filters, Spectrometers, and Nulling Interferometers for Astrophysics and Space Science",Astrophysics Research and Analysis,TX08.1.3 Optical Components,"We seek to build on our expertise in astrophotonics - photonics applied to astronomical instrumentation - to develop an exciting new technology for future NASA missions. Under our current APRA grant, we have replaced the bulky optics of conventional near-infrared filters and spectrometers with miniature (~1 cubic-ce...","The Astrophysics Research and Analysis program (APRA) supports suborbital and suborbital-class investigations, development of detectors and supporting technology, laboratory astrophysics, and limited ground based obse...",2,4,2,Mid,train
8154,Miniature Reaction Wheel for Small Satellite Control,Small Business Innovation Research/Small Business Tech Transfer,TX17.3.4 Control Force and Torque Actuators,"The overall goal of this project is to design, develop, demonstrate, and deliver a miniature, high torque, low-vibration reaction wheel for use on small satellites. Creare's miniature reaction wheel has the potential to revolutionize the design and operation of small satellites (i.e., mass from less than 1 kg up to ...","Past technical advances in small satellites have opened up new markets for small satellites beyond their initial technology demonstration platforms. These markets include military science and technology; intelligence,...",5,6,1,Mid,train
11750,Miniature Release Mechanism,Center Independent Research & Development: GSFC IRAD,TX12.3.8 Docking and Berthing Mechanisms and Fixtures,"The internal volume within a small satellite, such as a CubeSat, is very limited and all reasonable efforts should be made to minimize component sizes and maximize volume for the science instrument and/or extra capability. When considering deployables for these satellites, one challenge has been finding a reliable C...",Design would be available for use by funded NASA missions willing to qualify the design for their purposes.,1,4,3,Mid,train
102887,"Miniature Resilient Power Converter for Low-Power Radioisotope Heat Sources, Phase I",Small Business Innovation Research/Small Business Tech Transfer,,"NASA seeks novel low power thermal-to-electric miniature energy conversion technology to potentially define the next-generation of future power systems. These converters are required to transform thermal energy from Radioisotope Heater Units into on-demand electricity essential to space exploration probes, unmanned ...","Potential NASA applications for our converter technology include coupling with radioisotope heat sources to support low-power devices such as space exploration probes, unmanned surface rovers, small landers, and small...",2,4,2,Mid,train
8111,"Miniature, Rugged, Pulsed Laser Source for LIDAR application, Phase I",Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,Princeton Optronics proposes to develop a high energy pulsed laser source based on a novel approach. The approach consists of a technique to combine a large number of diode pumped solid state lasers. The resulting laser can be packaged in a very small package. We will develop the laser and package it into a laser we...,"Potential NASA Commercial Applications: A high pulse energy laser will have a significant market for LIDAR, ranging, designation and remote sensing applications. The users will be military, NASA, homeland security, an...",5,4,-1,Mid,train
17888,Miniature Sensor for Aerosol Mass Measurements,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.4 Environment Sensors,"This SBIR project seeks to develop a miniature sensor for mass measurement of size-classified aerosols. A cascade impactor will be used to classify aerosol sample into 8 uniform bins on a logarithmic scale, covering an aerodynamic size range of 0.01 to 10 microns. In each of the 8 stages aerosols will be deposited o...","Our proposed instrument has applications in NASA's Airborne Science Program. It will be suitable for all the aircrafts used in this program, especially, unpiloted aircrafts like Global Hawk. According to NASA Webpage ...",3,5,2,Mid,train
12944,"Miniature Sensor Probe for O2, CO2, and H2O Monitoring in Space Suits",Small Business Innovation Research/Small Business Tech Transfer,TX06.2.2 Portable Life Support System,"Advanced space suits require lightweight, low-power, durable sensors for monitoring critical life support materials. No current compact sensors have the tolerance for liquid water that is specifically required for next-generation portable life support systems (PLSS). Intelligent Optical Systems (IOS) is developing a...","Advanced Extra-Vehicular Activity systems are necessary for the successful support of the International Space Station beyond 2020, for future human space exploration missions, for in-space microgravity EVA, and for pl...",4,6,2,Mid,test
9227,"Miniature Sensor Probe for O2, CO2, and H2O Monitoring in Space Suits",Small Business Innovation Research/Small Business Tech Transfer,TX06.2.2 Portable Life Support System,"Advanced space suit technologies require lightweight, low-power, durable sensors for monitoring critical life support constituents. Current technology cannot provide the compact sensors with a tolerance for liquid water that are specifically requested for next-generation portable life support systems (PLSS). Intelli...","Advanced Extra-Vehicular Activity systems are necessary for the successful support of the International Space Station beyond 2020, and future human space exploration missions for in-space microgravity EVA, and for pla...",3,5,2,Mid,train
15239,Miniature Spatial Heterodyne Time-Resolved Raman Spectrometer (SHRS) for Planetary Surface and Subsurface Boreholes Mineralogy,Planetary Instrument Concepts for the Advancement of Solar System Observations,TX08.1.5 Lasers,"Objectives: The goal of this project is to develop a miniature time-resolved Raman spectrometer, of unprecedentedly small size, with high spectral resolution, a large spectral range and with high light throughput, and that can be fiber-optic coupled for surface or subsurface planetary measurements. The proposed stud...",Decadal Survey Missions,3,4,1,Mid,train
154443,Miniature TOF Mass Spectrometer with Enhanced Resolution,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.4 Environment Sensors,"Zeteo Tech, Inc. proposes to design, develop and prototype a robust, small size, weight, and power (SWaP) TOF mass spectrometer with enhanced mass resolving power (m/Δm ≥ 25,000, FWHM) and practically unlimited mass range, which will allow in situ detection of organic and biomolecules in complex mixtures. It is base...","In addition to the primary application for in situ detection and unambiguous identification of amino acids, nucleobases and other prebiotic organic molecules in solid samples, the proposed technology may be used for: ...",2,3,1,Low,train
33507,Miniature UAV Wind LIDAR & Flight Extension System,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.8 Ground and Flight Test Technologies,"Systems & Processes Engineering Corporation and Texas A&M University propose a Wind Measurement LIDAR System for extending the flight duration or decreasing fuel consumption on UAVs and light aircraft. The system uses a fiber optic based, eye-safe wind LIDAR from another NASA effort, combined with previous software ...","The wind measurements LIDAR System can be used for optimal flight path for energy conservation, soaring and extended dwell time for UAVs. Itcan be used for measurement systems on a variety of unmanned aircraft. It can...",4,5,1,Mid,train
10536,Miniature Universal Sampling System for Scientific Instruments Project,Center Innovation Fund: JPL CIF,,"Characterize the performance of a low-temperature plasma discharge for use as an ion source, an ablation tool, and a sterilization tool. The ion source investigation consisted of coupling the low-temperature plasma discharge source to a mass spectrometer. The goal of this investigation is to provide insight into the...","Plasma-based sampling systems offer three key advantages over other sampling systems: 1) they do not require sample preparation, 2) they can analyze in real-time, and 3) they do not rely on volatility - meaning they a...",1,3,2,Low,test
113365,Miniature Vacuum Pump for Planetary Atmosphere Aerosol Separator,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"NASA seeks to develop an Aerosol Separator (AS) as the sample inlet for any mass spectrometer (MS) operating in a planetary atmosphere containing suspended aerosols, including liquid, icy, and metallic particles. The primary role of the AS is to inertially set apart heavier particles from the gas using the NanoJet t...",The successful completion of this program will result in miniature vacuum pumps that are tolerant to the most extreme planetary atmospheric environments in our solar system. The vacuum pumps will be ideal for use in a...,3,4,1,Mid,train
125646,Miniature Vacuum Pump for Planetary Atmosphere Aerosol Separator,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"NASA seeks to develop an Aerosol Separator (AS) as the sample inlet for any mass spectrometer (MS) operating in a planetary atmosphere containing suspended aerosols, including liquid, icy, and metallic particles. The primary role of the AS is to inertially set apart heavier particles from the gas using the NanoJet t...",The successful completion of this program will result in miniature vacuum pumps that are tolerant to the most extreme planetary atmospheric environments in our solar system. The vacuum pumps will be ideal for use in a...,4,5,1,Mid,train
8237,"Miniature, Variable-Speed Control Moment Gyroscope, Phase I",Small Business Innovation Research/Small Business Tech Transfer,TX17.4.3 Attitude Estimation Sensors,"The overall goal of this project is to design, develop, demonstrate, and deliver a miniature, variable speed control moment gyroscope (MVS CMG) for use on small satellites. Creare's MVS CMG has the potential to revolutionize the design and operation of small satellites (i.e., mass from less than 1 kg up to 500 kg). ...",Potential NASA Commercial Applications: Past technical advances in small satellites have opened up new markets for small satellites beyond their initial technology demonstration platforms. These markets include: milit...,5,3,-2,Low,test
40626,Miniaturization of a Hyperspectral Imaging Spectrometer for Terrestrial Ecosystems Applications,Center Independent Research & Development: GSFC IRAD,TX08.1.3 Optical Components,Develop a miniaturized push-broom hyperspectral imaging spectrometer for terrestrial ecosystem applications. Develop a miniaturized push-broom hyperspectral imaging spectrometer. Limit package size to small-sat platform. Fabricate and demonstrate the most stressing optic in the miniaturized design (i.e. Freeform opt...,"Future Earth observing missions. Also applicable to planetary exploration missions, and large area survey missions for astrophysics.",3,4,1,Mid,valid
18168,Miniaturization of Airborne Integrated Cavity Output Spectroscopy Instrument,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.4 Environment Sensors,New measurement technologies are required to support science campaigns to better quantify rapid changes in the Earth atmosphere system. A key factor in this heightened focus on risk and uncertainty is the growing recognition that the climate is changing far more rapidly than was thought just five years ago. Aurora F...,Aurora Flight Sciences and Harvard University have proposed the Airborne Stratospheric Climate Coupled Convective Catalytic Chemistry Experiment North America (ASC5ENA) mission to the NASA Earth Venture initiative. Th...,2,7,5,High,train
105782,Miniaturization of Housekeeping Electronics for Instruments and PSE,Center Independent Research & Development: GSFC IRAD,TX08.X Other Sensors and Instruments,"This project aims to aggressively reduce the size of the Power System Electronics (PSE), low-voltage telemetry, and housekeeping (HK) electronics. The goal is to combine multiple discrete analog, digital, and mixed-signal devices into a single smart, radiation hardened, system-on-a-chip (SOC) chip solution. Ultimate...","The main benefits are the reduction of size, mass, and power over current state-of-the-art and the next generation of PSE cards. The proposed device will not only support current and future GSFC PSE architectures, but...",3,4,1,Mid,train
95934,Miniaturization of Power System Electronics Housekeeping Functions,Center Independent Research & Development: GSFC IRAD,TX02.1.6 Radiation-Hardened ASIC Technologies,"This project entails aggressively reducing the size of the Power System Electronics (PSE) low-voltage telemetry and housekeeping (HK) electronics. The goal is to combine multiple discrete analog, digital and mixed-signal devices into a single smart system-on-a-chip (SOC) radiation hardened chip solution. Ultimately,...","Main benefit is the reduction of size, mass and power of current state-of-the-art and the next generation of PSE cards. Also the proposed device will support current and future GSFC PSE architectures, but it can also ...",3,3,0,Low,train
157655,Miniaturization of the Heritage Fluxgate Sensor,Center Independent Research & Development: GSFC IRAD,TX08.X Other Sensors and Instruments,"Fluxgate magnetometers are often the best option for vector magnetic field measurements in space. Highly sensitive measurements by high-quality fluxgate sensors are based upon 25 mm sensor ringcores. For missions that are resource-constrained, this project will design a lower volume and mass fluxgate sensor could al...","This effort will develop a lower weight Magnetometer than the standard Sensor without giving up some of the performance, i.e. noise, accuracy, that is inherent in our smaller sensors (e.g., CubeSat sized). For small s...",4,6,2,Mid,train
89903,Miniaturized Airborne Instrument for N2O,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"Nitrous Oxide (N2O) is an important greenhouse gas, as well as a tracer for stratospheric air mass. We propose to design a miniaturized N2O detector based on direct absorption spectroscopy that is able to be deployed on SIERRA class and Global Hawk UAVs using many of the same functional elements as Aerodyne Research...",The primary goal of this project is to develop a small and lightweight instrument to measure N2O with very high precision and accuracy onboard unmanned airborne platforms. This market share is likely to increase over ...,4,6,2,Mid,train
90134,Miniaturized Air Dropped Sensors for Environmental Monitoring of Heavy Metals in Water,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.4 Environment Sensors,This NASA SBIR program would develop air-dropped wireless networked sensors using miniaturized chemical field effect transistors (ChemFET) for the detection and mapping of heavy metals in water for ecosystem monitoring. We would combine our advanced nanotechnology thin film deposition process - Electrostatic Self-As...,"The anticipated initial market of the NM ChemFET sensors and arrays is for national or global ecosystem monitoring of water conditions for NASA earth science research activities, and also for the study of planetary oc...",2,4,2,Mid,valid
145088,Miniaturized Charging Mitigation Shell Instrument for Magnetospheric Cold Plasma Sensors,Heliophysics Technology and Instrument Development for Science,TX08.3 In Situ Instruments and Sensors,We propose to improve the capability of next generation plasma instrumentation through the development of a miniaturized charging mitigation shell (CMS) instrument subsystem. It is well-known that positive charging of spacecraft surfaces in sunlight limits the measurement of low-energy plasma populations. For the co...,"Support NASA's Heliophysics strategic science objectives to understand the Sun and its interactions with Earth and the solar system, including space weather. This will be achieved by developing/demonstrating instrumen...",1,5,4,Mid,train
8521,Miniaturized Digital EVA Radio,Small Business Innovation Research/Small Business Tech Transfer,TX05.2.1 Spectrum Efficiency,"Bennett Aerospace and Team Partners propose to develop a small, lightweight, and very power-efficient mobile radio for use on the Lunar surface. Our Team will achieve a design that meets NASA size and mass requirements while reducing power consumption by more than 90%. We will accomplish this through innovative appr...",The radio technology proposed here will have direct applicability to commercial sector mobile phone platforms and US Department of Defense (DOD) mobile radios. The radio technology proposed here can be purchased by NA...,2,3,1,Low,valid
90332,Miniaturized Dynamic Pressure Sensor Arrays with Sub-Millimeter (mm) Spacing for Cross-Flow Transition Measurements,Small Business Innovation Research/Small Business Tech Transfer,"TX08.1.4 Microwave, Millimeter Waves, and Submillimeter Waves","The Interdisciplinary Consulting Corporation (IC2) and in partnership with the University of Florida (UF) propose a microfabricated, dynamic piezoelectric pressure sensor array with sub-mm spacing to enable high temporal and spatial resolution measurements of cross-flow transition in swept-wing, supersonic aircraft ...","External customers for dynamic pressure measurements include universities and industry aircraft manufacturers such as the Boeing Company. Particularly, those customers seeking or currently designing next generation, c...",3,7,4,High,train
33827,Miniaturized Dynamic Pressure Sensor Arrays with Sub-Millimeter (mm) Spacing for Cross-Flow Transition Measurements,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.8 Ground and Flight Test Technologies,"The Interdisciplinary Consulting Corporation (IC2) and in partnership with the University of Florida (UF) propose a microfabricated, dynamic piezoelectric pressure sensor array with sub-mm spacing to enable high temporal and spatial resolution measurements of cross-flow transition in swept-wing, supersonic aircraft ...","The proposed instrumentation technology has the potential to be transportable across multiple NASA facility classes as well as implemented across government-owned, industry and academic institution test facilities. Th...",2,3,1,Low,test
102889,Miniaturized Free Space Optical Communication Transceivers for CubeSats,Small Business Innovation Research/Small Business Tech Transfer,TX05.1.6 Optimetrics,"Freedom Photonics proposes to develop revolutionary miniaturized Free Space Optical Communication (FSOC) transceivers that are so compact that they are suited for CubeSats. The transceiver will realize low cost, size, weight and power through high power Photonic Integrated Circuit (PIC) technology and non-mechanical...",NASA related applications targeted by this program are: • Scientific LEO CubeSat-ground communication relieving the RF crowding from ever growing number of CubeSats • GEO-LEO cross-links and LEO-Ground uplink relays t...,3,5,2,Mid,train
17779,"Miniaturized, High Flow, Low Dead Volume Preconcentrator for Trace Contaminants in Water under Microgravity Conditions",Small Business Innovation Research/Small Business Tech Transfer,"TX06.4.1 Air, Water, Microbial, and Acoustic Sensors","Thorleaf Research, Inc. has demonstrated feasibility in Phase I and now proposes a Phase II effort to develop a miniaturized high flow, low dead-volume preconcentrator for monitoring trace levels of contaminants in liquid water under microgravity conditions. Our innovative design for the preconcentrator combines hig...","Thorleaf Research's miniaturized water preconcentration module will be designed to interface with spacecraft instrumentation for air-monitoring, such as the Vehicle Cabin Atmosphere Monitor (VCAM) which has now succes...",4,6,2,Mid,train
16755,"Miniaturized, High Flow, Low Dead Volume Pre-Concentrator for Trace Contaminants in Water under Microgravity Conditions",Small Business Innovation Research/Small Business Tech Transfer,"TX06.4.1 Air, Water, Microbial, and Acoustic Sensors","Thorleaf Research, Inc. proposes to develop a miniaturized high flow, low dead-volume pre-concentrator for monitoring trace levels of contaminants in water under microgravity conditions. Our innovative design for the pre-concentrator assembly combines high water sampling flow rates with low dead volume in the device...","The proposed high flow, low dead-volume pre-concentrator for monitoring trace levels of contaminants in water under microgravity conditions is designed to address a key technology gap for long-duration human spaceflig...",2,4,2,Mid,train
17862,Miniaturized High Performance Optical Gyroscope,Small Business Innovation Research/Small Business Tech Transfer,TX17.2.3 Navigation Sensors,We propose a new approach for to the design and fabrication of miniaturized Interferometric Fiber Optical Gyroscope (FOG) that enables the production of smaller IRU with enhanced performance. The size and performance limitations of the standard FOG are being reduced due to the utilization of highly integrated approa...,"The proposal will develop the key enabling component in a low cost, high precision inertial navigations system (< 0.01 deg/hr accuracy). Low cost, higher precision and low weight/power (SWaP) inertial sensors are nece...",4,5,1,Mid,train
40618,"Miniaturized, High-Reliability CubeSat Release Mechanism",Center Independent Research & Development: GSFC IRAD,"TX12.3.2 Electromechanical, Mechanical, and Micromechanical Devices","This proposal describes a Phase I effort aimed at using additive manufacturing (AM) and a commercial partnership to build a miniaturized, general purpose CubeSat release mechanism. The objective of Phase I is to demonstrate the feasibility of combining an ""off the shelf"", high-reliability actuator with a GSFC design...","A small, highly reliable release mechanism will benefit many of the small satellites known as CubeSats that are being proposed by NASA & Goddard Space Flight Center. Many of these small satellites have key deployable ...",1,1,0,Low,train
117121,"Miniaturized, High-Reliability Quad-Core Processor Card",Center Independent Research & Development: GSFC IRAD,"TX11 Software, Modeling, Simulation, and Information Processing","This project expanded the SpaceCube family catalog of electronics cards, with a new design featuring the Cobham Gaisler GR740 Quad-Core LEON4 SPARC V8 processor at a convenient 1U CubeSat size. This design conforms to the NASA Goddard CubeSat Card Specification (CS2) and is designed to be a dedicated hard-core proce...","This project expanded the SpaceCube family catalog of electronics cards, with a new design featuring the Cobham Gaisler GR740 Quad-Core LEON4 SPARC V8 processor at a convenient 1U CubeSat size. This design conforms to...",4,4,0,Mid,train
91951,Miniaturized Imaging Spectrometer to Measure Vegetation Structure and Function - MiniSpec,Instrument Incubator,TX08.1.1 Detectors and Focal Planes,"Earth's vegetated ecosystems are a key factor for sustaining life on Earth. They provide food, fiber and habitat and operate as key components of the carbon, water and energy cycles. They also offer the benefit of functioning to removing CO2 from the atmosphere and converting it to stored biomass ( and oxygen) but a...",Enabling lower cost innovative remote sensing instrument development from concept through breadboard and demonstration,2,3,1,Low,train
94425,Miniaturized Inductively Coupled Plasma Mass Spectrometer (ICPMS) for Trace Element Analysis,Planetary Instrument Concepts for the Advancement of Solar System Observations,TX08.3.4 Environment Sensors,"Trace elements, which are defined by abundances of <1000 ppmw in geological materials, serve as extraordinarily sensitive tracers of a variety of planetary processes including (but not limited to): i) biomineralization; ii) meteoritic infall (i.e., source of exogenous organic compounds); iii) hydrothermal activity a...",The project will help develop an ultra senstive system for mass spectrometry that can be used to address key science questions of importance the Planetary Science Division at NASA. The mission-enabling capabilities th...,1,4,3,Mid,train
16696,Miniaturized In Situ Atmospheric Probe Sampling Inlet System for Uranus or Saturn,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.6 Cryogenic/Thermal Systems,"Thorleaf Research, Inc. proposes to develop a miniaturized in situ atmospheric probe sampling inlet system for measuring chemical and isotopic composition of the atmospheres of the giant planets, with special emphasis on NASA needs for missions to Uranus and Saturn. Our innovative design will provide a constant flow...","Thorleaf Research's proposed development of a miniaturized in situ atmospheric probe sampling inlet system is focused on meeting future NASA needs. For example, in situ atmospheric probes for both Uranus and Saturn ha...",2,4,2,Mid,train
90479,Miniaturized Interrogation System for Marsupial Rover Sensing Tether,Small Business Innovation Research/Small Business Tech Transfer,TX04.2.6 Collaborative Mobility,"Luna proposes to continue development of its marsupial rover sensing tether (MaRS Tether) technology by miniaturizing the sensor's interrogation system. Luna is currently engaged in a Phase II SBIR with NASA JPL (contract NNX13CP33P) to develop a revolutionary technology that monitors the distributed tension, curvat...","The NASA market for self-sensing tethers is focused on missions featuring robotic exploration, especially using the Axel rover. NASA is planning specific missions including Mid-Size Rovers, Astrobiology Field Lab, Net...",3,4,1,Mid,train
33435,Miniaturized Lightweight Monopropellant Feed System for Nano- and Micro-satellites,Small Business Innovation Research/Small Business Tech Transfer,TX01.1.2 Earth Storable Propellants,"There is a need for viable and practical solutions for utilizing chemical thrusters operating with green monopropellants on small- and micro-satellites and cubesats (100 kg-500 kg and less than 100 kg). Conventional approaches scale down poorly, due to the size, mass, and power requirements of components needed for ...",The proposed feedsystem has applicability for all liquid-based propellant applications where low power and high packing density are critical design constraints. Specific application to green monopropellant thrusters a...,2,3,1,Low,test
8731,Miniaturized Low-Power Piezo Microvalve for NanoSat and CubeSat Propulsion,Small Business Innovation Research/Small Business Tech Transfer,TX01.2.2 Electrostatic Propulsion,"In space propulsion applications, an increasingly unmet need is compact, low-power, precision flow regulating valves. Propulsion for increasingly small spacecraft is limited by the availability of such valves. Although much work on miniaturizing valves has been performed using microfabrication approaches, few of the...",Potential Non-NASA commercial applications for the proposed technology include the following: Precision metering of gases for chemical/process/pharmaceutical/semiconductor industries. Replacement of arrayed and indepe...,5,6,1,Mid,train
9513,Miniaturized Low-Power Piezo Microvalve for NanoSat and CubeSat Propulsion,Small Business Innovation Research/Small Business Tech Transfer,TX01.2.2 Electrostatic Propulsion,"In the Phase I effort, Busek developed a miniature precision piezo-actuated microvalve weighing 32g and occupying 4.5 cm^3. The valve demonstrated continuous flow regulation of 0-12 sccm nitrogen (15psi supply pressure) thru 0-500 sccm nitrogen (1000psi supply pressure), with a leak rate of better than 1.0 x 10^-5 m...",Potential Non-NASA commercial applications for the proposed technology include the following: Precision metering of gases for chemical/process/pharmaceutical/semiconductor industries. Replacement of arrayed and indepe...,5,7,2,High,train
23340,"Miniaturized, low temperature, ultrasound liquid extraction system for space exploration",Center Innovation Fund: ARC CIF,,"There is an emerging consensus that the way to search for life beyond Earth is to look for molecular biosignatures or biomarkers. Solvent extraction, a necessary step for the detection of trace concentrations of biomarkers, remains a critical technological gap. Current high TRL systems for solvent extraction are bas...","Flight instruments such SHERLOC and SuperCam (Mars2020), or RSL and MOMA (ExoMars) will conduct non-contact analyses of bulk samples to search for organic compounds and biomarkers, an important feature when considerin...",4,5,1,Mid,valid
93275,Miniaturized Magnetometers,Center Independent Research & Development: GSFC IRAD,TX08.3.1 Field and Particle Detectors,"We will develop miniaturized magnetometers for use on very resource-constrained missions. Specifically we will develop two types of magnetometers that will require significantly less resources than our current fluxgate magnetometers (e.g. MAVEN, Juno, and Solar Probe Plus).","Numerous upcoming mission opportunities have science goals that are addressable by magnetometers but are also resource-constrained. Examples include planetary CubeSats, and heliospheric CubeSats.",4,6,2,Mid,train
96926,Miniaturized Microwave Absolute Calibration (MiniMAC) for Sounders and Imagers on SmallSat and CubeSat Platforms,Advanced Component Technology Program,TX08.1 Remote Sensing Instruments and Sensors,"Successful demonstration of the Temporal Experiment for Storms and Tropical Systems Technology Demonstration (TEMPEST-D) mission has proven that microwave imagers and sounders on CubeSats are capable of well-calibrated, stable, low-noise observations. For 22 months, TEMPEST-D has successfully performed global passiv...",Accelerate mission development and reduce risk by developing critical components and subsystems for advanced instruments and observing systems,2,4,2,Mid,valid
8693,"Miniaturized, Multi-Analyte Sensor Array for the Automated Monitoring of Major Atmospheric Constituents in Spacecraft Environment",Small Business Innovation Research/Small Business Tech Transfer,TX06.4.3 Protective Clothing and Breathing Apparatuses,The objective of the Phase II SBIR project is to develop a prototype sensor system to detect gaseous analytes in support of the spacecraft environmental monitoring and control system. InnoSense LLC (ISL) has utilized its Chemical Fingerprint§ sensor array fabrication technology in Phase I to establish the feasibilit...,"The multi-analyte capabilities of the device make it very attractive for applications ranging from environmental monitoring to process control. The study by Frost & Sullivan on World Gas Sensors, Detectors and Analyze...",6,7,1,High,valid
113366,Miniaturized Nightglow Interferometer for Monitoring Emissions from a CubeSat,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.1 Field and Particle Detectors,"Michigan Aerospace Corporation proposes to design and construct an engineering model version of a remote-sensing instrument, based around a Fabry-Perot interferometer, for sensing thermospheric winds and temperatures from a CubeSat-class satellite. This instrument will provide an important, relatively inexpensive an...","Measuring thermospheric winds from a CubeSat-class satellite will allow morewidespread space-based observations of this important component of space weather,with orbits chosen to be optimal for the purposes of the obs...",3,4,1,Mid,test
102891,Miniaturized Nightglow Interferometer for Monitoring Emissions from a CubeSat,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.1 Field and Particle Detectors,"Michigan Aerospace Corporation proposes to model a remote-sensing instrument, based around a Fabry-Perot interferometer, for sensing thermospheric winds from a CubeSat-class satellite during this Phase I base effort. This work will provide an important, relatively inexpensive and compact instrument option for measur...","Measuring thermospheric winds from a CubeSat-class satellite will allow more widespread space-based observations of this important component of space weather, with orbits chosen to be optimal for the purposes of the o...",2,3,1,Low,valid
