event_id,project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl_label_source,target_label,alg1_full_fusion_pred,alg1_full_fusion_confidence,alg2_no_start_pseudo_start_pred,alg2_no_start_pseudo_start_confidence,alg3_rubric_explainable_pred,alg3_rubric_explainable_confidence,alg4_gridsearched_svc_retrieval_pred,alg4_gridsearched_svc_retrieval_confidence,source,deployment_safe_best_by_accuracy,deployment_safe_best_by_macro_f1,upper_bound_with_start_trl
RAW-TEST-0795,101860,Electromagnetic Characterization of Advanced Composites by Voxel-Based Inverse Methods,Small Business Innovation Research/Small Business Tech Transfer,"TX13.1.7 Impact, Damage, and Radiation-Resistant Systems","The nondestructivecharacterization of advanced composites, such ascarbon-fiber reinforced polymers (cfrp), by electromagnetic means iswell established [6]-[24]. What isneeded to advance the state of the art are sophisticated inversionalgorithms that allow l...","NASA LaRC already owns a copy of VIC-3D(R) which it uses for modeling forward and inverse problems in eddy-current NDE. With the enhancements proposed in this project, NASA LaRC...",4,6,Mid,Mid,0.6014,Mid,0.473,Mid,0.5308,Mid,0.6646,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0796,101881,Impact Resistant Composite Structures for Space Suit Applications,Small Business Innovation Research/Small Business Tech Transfer,,"Composites Automation (CA) proposes to collaborate with the University of Delaware Center for Composite Materials (UD-CCM) and our industry transition partner ILC Dover, to develop innovative material and structure concepts for next generation Space Suit ha...",Increasing damage tolerance of lightweight composite structures to impact loads while maintaining leak resistance under pressure is a key performance metric for space suit hard ...,3,6,Mid,Mid,0.8094,Mid,0.5675,Mid,0.9633,Mid,0.7461,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0797,101885,In-Line Inspection of Additive Manufactured Parts Using Laser Ultrasonics,Small Business Innovation Research/Small Business Tech Transfer,,"At present there are no reliable, cost-effective process control techniques to minimize defect production and for qualification of finished parts fabricated by additive manufacturing (AM). In our Phase I project we have demonstrated the feasibility of filli...","Additive manufacturing is finding broad applications by NASA and its contractors for the fabrication of high-value, safety-critical components. AM of components for rocket engin...",4,6,Mid,Mid,0.5676,High,0.4637,Mid,0.9263,Mid,0.7702,raw_excel_test_split,Mid,High,Mid
RAW-TEST-0798,101905,Multifunctional Self-Aligning Reversible Joint Using Space-Qualifiable Structural Fasteners,Small Business Innovation Research/Small Business Tech Transfer,TX12.1.8 Smart Materials,"Cornerstone Research Group, Inc. (CRG) proposes to develop a multifunctional reversible attachment method to facilitate modular in-space construction. CRG will demonstrate a mechanically robust, easily reversible, self-aligning fastener system with provisio...","Space Technology Game Changing Development Program, In-space Robotic Manufacturing and Assembly (IRMA), CIRAS, Archinaut, and Dragonfly Programs. Industrial fasteners: Blind fas...",3,5,Mid,Mid,0.8251,Mid,0.6955,Mid,0.9893,Mid,0.8455,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0799,101907,NAS Element Closure Planner,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.1 Integrated Systems and Ancillary Technologies,"We propose a NAS Element Closure Planner, wherein the tool may be used to plan airspace closures and/or combined airport surface and airspace closures in advance, in addition to the exclusive airport surface closures. The proposed technology applies concept...","NECP, by extending its planning domain to cover closures of airspace regions, provides a capability that will be beneficial to the new NASA programs that address the management ...",4,6,Mid,High,0.634,High,0.4579,Low,0.6993,Mid,0.4482,raw_excel_test_split,Mid,High,High
RAW-TEST-0800,101930,"Shear Thickening Fluid Enhanced Textiles for Durable, Puncture- and Cut-Resistant Environmental Protection Garments",Small Business Innovation Research/Small Business Tech Transfer,TX06.2.1 Pressure Garment,"This Small Business Technology Transfer Research Phase II will develop and advance the commercialization of STF-ArmorTM nanocomposite materials for use in Environmental Protection Garments (EPG) for extended exploration missions in diverse environments, inc...","The primary target market for the proposed innovation is in the EPG for advanced EVA suits for future, extended duration, surface exploration missions. Specifically, STF-ArmorTM...",5,6,Mid,High,0.5316,Mid,0.4031,Mid,0.7836,Mid,0.6451,raw_excel_test_split,Mid,Mid,High
RAW-TEST-0801,101931,Simplified High-Performance Roll Out Composite Magnetometer Boom,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.1 Field and Particle Detectors,"In response to NASA's need for compact, low-cost deployable magnetometer booms for CubeSats, Roccor proposes to develop a Simple High-performance Roll-Out Composite (SHROC) Magnetometer Boom. The boom is capable of motor-less self-deployment and lock-out th...",*Deployable magnetometers for Heliophysics research *Deployable E-field sensors and Langmuir probes for Heliophysics research *Deployable mono-pole and di-pole antennas for Cube...,3,6,Mid,Mid,0.8071,Mid,0.5915,Mid,0.9872,Mid,0.7938,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0802,101939,"Variable Gas-Conductance Radiator: Lightweight, High Turndown Spacecraft Radiator",Small Business Innovation Research/Small Business Tech Transfer,TX14.2.3 Heat Rejection and Storage,"Spacecraft thermal control is a critical element to maintaining spacecraft, manned, unmanned, robotic or instrument, at proper temperatures for humans, instruments and electronics to function properly. NASA Science Mission Directorate and STMD have need for...",Variable Gas Radiator? technology is a novel highly variable spacecraft radiator being developed for NASA to provide needed new technology for spacecraft thermal control for adv...,3,5,Mid,Mid,0.7455,Mid,0.5445,Mid,0.5418,Mid,0.7792,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0803,101961,A Distributed Master-less DC/DC Converter System for the Optimum Utilization of Interconnected Lithium-Based Battery ...,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.8 All-Electric Propulsion,"NASA seeks intelligent monitoring and control methods to significantly extend the life and improve the safety of hybrid-electric propulsion, all-electric propulsion, and other applications where energy storage sources are used, such as in satellites and aer...","Our proposed system has relevance in several NASA applications, such as Cube satellites, electrical systems in aircrafts, rovers, landers, habitats, and future planetary science...",2,4,Mid,Low,0.4739,Low,0.4034,Low,0.8126,Mid,0.574,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0804,101975,"Robust, Compact, and Low-Maintenance Magnetic Gear System",Small Business Innovation Research/Small Business Tech Transfer,TX01.2.1 Integrated Systems and Ancillary Technologies,"This project will combine several cutting-edge technologies to meet the demanding performance requirements of electrified aircraft propulsion. First, the magnetic gear will be integrated with the motor to reduce the size and weight of the necessary structur...","Magnetically geared motor (MGM) technologies can provide a lower cost solution for not only semiconductors, but also for automation robotics that require torque magnification an...",2,4,Mid,Mid,0.6111,Mid,0.6457,Mid,0.9625,Mid,0.7962,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0805,101986,An Artificial Intelligence Tool for Computational Sciences,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.7 Computational Fluid Dynamics Technologies,"This SBIR Phase I project proposes to use artificial intelligence for knowledge extraction from large amounts of CFD solution data to make engineering decisions in real time. With rapidly growing computing power, the scales of problems solved by CFD and the...","Various programs and projects of NASA missions use CFD for advanced aircraft concepts, launch vehicle design, and planetary entry vehicles. The developed technology will facilit...",1,4,Mid,Low,0.5954,Mid,0.4617,Low,0.4129,Mid,0.708,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0806,101987,"Acoustic Detection, Ranging and Improved Situational Awareness System",Small Business Innovation Research/Small Business Tech Transfer,TX15.1.4 Aeroacoustics,SARA is pleased to introduce the design and integration of an innovative platform-specific acoustic tracking array for use with SARA's Passive Acoustic Non-cooperative Collision Avoidance System (PANCAS) onto the FVR-90 Vertical Takeoff and Landing VTOL cap...,SARA's dedication to developing an innovative acoustic sensor array for the FVR-90 UAS meets NASA's needs for UAV capable of BVLOS flight in the NAS. Commercial applications of ...,5,6,Mid,Mid,0.5272,Mid,0.5543,Mid,0.9376,Mid,0.7848,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0807,101989,Long Term Autonomy for Aerial Urban Mobility,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.4 Aeroacoustics,"Recently there has been a lot of interest in autonomous air vehicles operating in urban areas for a diverse set of applications such as disaster response, delivery of goods, agricultural support, and urban air mobility (UAM). While the technology for unmann...","Technology that enables autonomous and safe unmanned aircraft system (UAS) operations in cluttered, complex environments over a long period of time will directly contribute to N...",3,4,Mid,Mid,0.7958,Mid,0.6624,Mid,0.9513,Mid,0.8437,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0808,102008,pMTJ STT-MRAM based Chiplets for Neuromorphic Computing,Small Business Innovation Research/Small Business Tech Transfer,"TX04.6.1 Modularity, Commonality, and Interfaces",Avalanche Technology will offer MRAM chiplets based on its pMTJ STT-MRAM technology. Avalanche's MRAM chiplets use Generic MRAM Interface (GMI). The GMI is modeled on the widely-used HBM interface and is optimized for memory accesses. In addition to the mem...,Demonstration of Compute in memory (CIM) for Neuromorphic applications utilizing proven Radiation Hardened STT-MRAM products from Avalanche Technology for Harsh environments. De...,1,4,Mid,Low,0.6891,Mid,0.3728,High,0.6718,Mid,0.5947,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0809,102009,In-Space Manufacturing of Microfluidic Chips for Biological Research,Small Business Innovation Research/Small Business Tech Transfer,TX06.3.1 Medical Diagnosis and Prognosis,"According to a recent Grand View Research report, the global 3D bioprinting market size was valued at USD 965.0 million in 2018 and is anticipated to grow at over 19.5% for the next 10 years. This includes all aspects of medical materials including metals, ...",Techshot will offer the Organ-on-a-Chip (OOC) manufacturing capability to microgravity researchers and NASA's Exploration Medicine Capability (ExMC) element. Personalized medici...,3,5,Mid,Mid,0.6076,Mid,0.4247,Low,0.6103,Mid,0.5897,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0810,102020,Graded Temperature Fecal Dryer-Densifier,Small Business Innovation Research/Small Business Tech Transfer,TX06.1.3 Waste Management,Solid wastes generated during long-duration manned missions beyond Low Earth Orbit (LEO) contain valuable resources that must be recovered and reused to reduce the resupply burden or be jettisoned to reduce fuel requirements. It is vital that water be recla...,The NASA application of the GTFD-D technology will be in support of future long duration manned missions where the reduction of resupply logistics are highly valued. The primary...,2,4,Mid,Mid,0.6464,Mid,0.6008,Low,0.5391,Mid,0.8229,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0811,102039,Energy Efficient High-Throughput Neuromorphic Processor for Deep Reinforcement Learning,Small Business Innovation Research/Small Business Tech Transfer,TX05.5.1 Cognitive Networking,"In space environments, particularly for low powered satellites (such as cubesats), onboard neural processing has many applications. One of the key neural algorithms that would be highly useful is reinforcement learning for cognitive communications in softwa...",Cognitive communications: The low power architecture for deep reinforcement learning will be ideally suited for cognitive communications task. This requires online training of a...,2,4,Mid,Low,0.5565,Mid,0.3838,Low,0.7849,Mid,0.6371,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0812,102041,Space Demonstration of FlexCool Thin Flat Heat Pipes,Small Business Innovation Research/Small Business Tech Transfer,TX14.2.2 Heat Transport,"In an effort to address current technical gaps in thermal management systems for small spacecraft, Roccor proposes to raise the Technology Readiness Level (TRL) of FlexCool, a promising extremely thin (< 1 mm), easily bent, high heat flux, heat pipe. The he...",The primary NASA target application for the proposed space-rated FlexCool flexible thermal strap technology is future NASA CubeSat and SmallSat spacecraft for which thermal cont...,4,6,Mid,High,0.5348,High,0.5167,High,0.7796,Mid,0.6422,raw_excel_test_split,Mid,High,High
RAW-TEST-0813,102042,Laser-Doppler-Anemometry Assisted Hypercognitive Manufacturing in Microgravity,Small Business Innovation Research/Small Business Tech Transfer,TX12.4.2 Digital Transformation Technologies for Manufacturing,There is a need to enhance the commercial utilization of the International Space Station for space-based manufacturing of unique high commercial valued materials that can only be made in microgravity. Apsidal will address the above-mentioned challenges by d...,The main NASA applications would be the utilization of the International Space Station for commercial manufacturing of high valued and high-demand materials. This will fuel low ...,1,4,Mid,Low,0.5949,Mid,0.5557,Mid,0.9314,Mid,0.7685,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0814,102049,Chip-Based High Vacuum Pump for Planetary Mass Spectrometry,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.2 Atomic and Molecular Species Assessment,"With new planetary missions, especially to Mars being planned, there has been an increasing demand for sensitive chemical, and biological, detection devices for analysis on the surface. The vast majority of these devices have presented challenges to the sci...","Spacecraft laboratories on the ISS as well as future manned spaceflight, could benefit greatly from the success of the proposed technology. Using the vacuum of space for an anal...",3,5,Mid,Mid,0.7418,Low,0.5235,Low,0.9741,Mid,0.5112,raw_excel_test_split,Mid,Low,Mid
RAW-TEST-0815,102050,Lightweight Ultra-Strong Flexible Conductors from Metallic Nanoparticles and Aramid Nanofibers,Small Business Innovation Research/Small Business Tech Transfer,TX12.1.7 Special Materials,"This SBIR Phase I project will develop a lightweight, flexible, high-strength conductor that is easy to process and is capable of being deposited in a variety of form-factors. In previous work, large volumetric fractions of Au, Ag, and Cu nanoparticles (NPs...","The conductor material modality is multi-use and cross-cutting for a broad range of NASA mission applications, including space mission applications that include planetary surfac...",3,4,Mid,Mid,0.7983,Mid,0.5296,Mid,0.733,Mid,0.7081,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0816,102065,HARPOON - High Access Raman Probe with Onboard Optical Numerization,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.1 Detectors and Focal Planes,"We propose to build and critically test a TRL4 High Access Raman Probe with Onboard Optical Numerization (HARPOON), a nextgeneration ultra-compact laser Raman Spectrometer equipped with multiplexed fiber optic sensing points. HARPOON's core unit, hosted ins...",HARPOON enables key investigations required to understand the habitability of several targets in the Solar System. The following missions highlighted can benefit from HARPOON: a...,2,4,Mid,Mid,0.5581,Mid,0.5845,Mid,0.9162,Mid,0.7472,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0817,102066,Model-Based Engineering Trade EvaluationTool Suite,Small Business Innovation Research/Small Business Tech Transfer,TX11.4.4 Collaborative Science and Engineering,"As Space systems become more complex and missions' objectives become more challenging, with combination of advanced instrumentation, robotic systems and manned spacecraft, there is a clear need to rely on effective tools for performing trade evaluations in ...","NASA future plans for the Lunar Deep Space Gateway and Transport (DSG&T), the multiple modules and the planetary surface habitats, will be able to benefit from the envisioned to...",3,4,Mid,Mid,0.5665,Mid,0.4517,Mid,0.9027,Mid,0.6994,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0818,102093,EngineeringHub: A Trusted Collaborative Framework for Model Based Engineering Sharing,Small Business Innovation Research/Small Business Tech Transfer,TX11.4.4 Collaborative Science and Engineering,"In recent years, industry and government have begun adopting Model Based Engineering (MBE) practices in an unprecedented way. No longer exclusively the domain of isolated experts, MBE has been implemented across the full product lifecycle. This success is, ...","A successful project will help NASA further advance the MBE vision and help enable more comprehensive, broader, and deeper modeling efforts across all of NASA's programs. Specif...",2,4,Mid,High,0.5509,High,0.6334,High,0.7447,Mid,0.5137,raw_excel_test_split,Mid,High,High
RAW-TEST-0819,102101,Vector Magnetometer Based on Spin Wave Phased-array Antenna,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.1 Field and Particle Detectors,The goal of the project is to develop a new type of vector magnetometer using spin wave interferometers. Spin wave is a collective oscillation of spins which propagation is sensitive to variations of the external magnetic field. We propose to explore the po...,"The proposed efforts directly address NASA's need in compact, low-weight and high-accuracy vector magnetometers as stipulated by Science Mission Directorate (SMD). The developme...",3,4,Mid,Mid,0.6814,Mid,0.4952,Low,0.5319,Mid,0.6593,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0820,102104,"Rugged, Compact Atomic Clock Laser with a Path Toward Flight Qualification",Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"Optical atomic clocks are more frequency stable than any other atomic clock system. Deploying these atomic clocks to remote locations would permit exploration of relativistic geodesy, general relativity, and tests of variations of fundamental constants. The...",Portable atomic clock systems Relativistic geodesy Tests of fundamental constants Precision time keeping and navigation GPS denied environment time keeping and navigation Gravit...,1,4,Mid,Low,0.627,Mid,0.5438,Mid,0.5065,Mid,0.7499,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0821,102108,Mitigation of Mid-Spatial Frequency Errors,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.3 Optical Components,"Freeform optics allow decreased size and increased flexibility in optical design. However, mid-spatial Frequency (MSF) errors, a common side effect of freeform optic fabrication, can significantly disrupt UV optic performance. Although many techniques have ...","NASA's goals hinge on improved optics with reduced payload size and weight. Freeform optic performance at reduced cost, especially for SiC or Si clad SiC substrates (with its de...",3,4,Mid,Mid,0.6287,Low,0.4145,Low,0.7499,Mid,0.6109,raw_excel_test_split,Mid,Low,Mid
RAW-TEST-0822,102116,Design and Fabrication of a Mars Ascent Vehicle Reaction Control System,Small Business Innovation Research/Small Business Tech Transfer,TX01.1.2 Earth Storable Propellants,"Sample return missions generally have the largest velocity change (ΔV) requirements for a mission to a given body such as Mars. For every pound of Mars liftoff mass removed from the return vehicle, in this case a Mars ascent vehicle (MAV), the incremental r...","Virtually any spacecraft or launch vehicle using monopropellant hydrazine will benefit from this technology. Applications include attitude control systems on spacecraft, reactio...",3,4,Mid,Mid,0.8516,Mid,0.6911,Mid,0.8578,Mid,0.8032,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0823,102137,Solar Concentrator System for Lunar ISRU Applications,Small Business Innovation Research/Small Business Tech Transfer,TX07.1.1 Destination Resource Exploration,Physical Sciences Inc. (PSI) proposes to develop a solar concentrator system for lunar In-Situ Resource Utilization (ISRU) applications. In this system solar radiation is collected using a concentrator array which transfers the concentrated solar radiation ...,The primary application of the proposed solar concentrator system is for the production of oxygen and other useful materials on the lunar surface. The solar concentrator system ...,5,6,Mid,Mid,0.5846,Mid,0.6252,Mid,0.942,Mid,0.7782,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0824,102138,Generative Adversarial Networks for Real-Time Realistic Physics Simulations,Small Business Innovation Research/Small Business Tech Transfer,"TX11.4.1 Science, Engineering, and Mission Data Life Cycle",NASA is seeking to develop real-time realistic nondestructive evaluation (NDE) and structural health monitoring (SHM) physics-based simulations and automated data reduction/analysis methods for large datasets. We propose the combination of a neural network ...,"The method will improve the quantitative data interpretation and understanding of large amounts of NDE/SHM data that will lead to safer, more robust, and more enduring structure...",2,4,Mid,Low,0.4363,Low,0.4039,Low,0.964,Mid,0.5816,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0825,102140,"High Energy Density, Long Cycle Life Li-S Batteries for Space Applications",Small Business Innovation Research/Small Business Tech Transfer,TX03.2.1 Electrochemical Storage: Batteries,"ADA Technologies, Inc. (ADA) proposes the development and subsequent manufacturing/commercialization of our high specific energy (>400 Wh/kg) nanoengineered lithium-sulfur (Li-S) battery technology to meet National Aeronautics and Space Administration (NASA...",A successful technology development effort of ADA rechargeable Li-S battery technology will benefit current and emerging NASA next generation lunar/space applications including ...,3,4,Mid,Mid,0.6324,Mid,0.4077,Mid,0.4984,Mid,0.6871,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0826,102143,Lunar Flow Battery,Small Business Innovation Research/Small Business Tech Transfer,TX03.2.3 Advanced Concepts for Energy Storage,"The Lunar Flow Battery (LFB) is a scalable, long-duration energy storage solution featuring minimum capacity fade over many cycles that uses electrolytes derived from lunar regolith to minimize launch mass. The LFB operates by storing two separate solutions...",The principal future application of the LFB is to provide long-duration energy storage for a permanent lunar base. The LFB is ideally suited for such a remote outpost with long ...,2,4,Mid,Mid,0.5001,Mid,0.4632,Mid,0.6331,Mid,0.6566,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0827,102150,Novel Diagnostic Tools for Production of WTPS,Small Business Innovation Research/Small Business Tech Transfer,TX12.4.5 Nondestructive Evaluation and Sensors,"In the pursuit of supplying the highest quality 3D woven material, for Woven Thermal Protection Systems (W-TPS), Bally Ribbon Mills (BRM) is proposing a diagnostic tool to measure and monitor the beat-up force for 3D weaving equipment. Current weaving techn...",BRM believes the material properties gathered during this SBIR work would be directly applicable to the NASA HEEET program. BRM also believes that the money invested on this SBI...,3,4,Mid,Mid,0.6883,Mid,0.4516,Mid,0.8407,Mid,0.7322,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0828,102162,Modular Adaptable Rocket Engine for Vehicle Launch (MAREVL),Small Business Innovation Research/Small Business Tech Transfer,TX01.1.5 Hybrids,"bluShift Aerospace is developing fully modular hybrid rocket motors, referred to as MAREVLs (Modular Adaptable Rocket Engine for Vehicle Launch). Having a modular hybrid rocket motor will allow bluShift and other organizations to rapidly develop various lau...","bluShift Aerospace, Inc. will position its business as a potential launch service provider for the NASA Launch Services Program under the Venture Class Launch Services Contract....",4,5,Mid,Mid,0.7679,Mid,0.7082,Mid,0.9908,Mid,0.8082,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0829,102165,METIS: A System and MBSE Methodology for Small Spacecraft Development,Small Business Innovation Research/Small Business Tech Transfer,TX11.3.3 Model-Based Systems Engineering,"Model-Based Systems Engineering (MBSE) methods and tools are being used to improve capabilities and reliability in small spacecraft missions. These methods and tools enable rapid, comprehensive, deeper and more integrated spacecraft design across the entire...","METIS will enable NASA to rapidly define and execute small spacecraft missions by enabling more comprehensive, deeper and integrated small spacecraft designs across the entire m...",4,5,Mid,Mid,0.5532,Mid,0.6439,Mid,0.8745,Mid,0.8397,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0830,102206,Enhanced Real Time Distributed Strain and Temperature Monitoring for Rocket Ground Testing,Small Business Innovation Research/Small Business Tech Transfer,TX08.3.4 Environment Sensors,"IFOS proposes an innovative Brillouin sensing system – B*Sense – for enhanced, distributed strain and temperature measurements in harsh environments. Brillouin sensing provides both temperature and strain measurement along the entire length of fiber, allowi...",The innovation will meet NASA's requirements for improved measurement and analysis techniques for acquisition of real-time data used to determine rocket propulsion system perfor...,3,4,Mid,Mid,0.7707,Mid,0.5963,Mid,0.9687,Mid,0.7663,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0831,102207,Next Generation Distributed Electric Propulsion Urban Air Mobility Aircraft Analysis/Design Tools,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.6 Advanced Atmospheric Flight Vehicles,"Urban Air Mobility (UAM) aircraft development, enabled by Distributed Electric Propulsion (DEP), is transforming the aerospace industry by providing on-demand, affordable, quiet, and fast passenger-carrying operations in metropolitan areas. Designing and pr...",The proposed effort supports several of NASA ARMD's Strategic Thrusts ( #3 - Ultra-Efficient Commercial Vehicles and #4 - Transition to Low-Carbon Propulsion) and ongoing Advanc...,2,4,Mid,Mid,0.6274,Mid,0.6157,Mid,0.9664,Mid,0.7721,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0832,102217,Bimodal Ion-Chemical Thruster System,Small Business Innovation Research/Small Business Tech Transfer,TX01.2.2 Electrostatic Propulsion,"A top candidate ""green"" monopropellant proposed as a safe replacement for hydrazine in spacecraft systems is also shown in tests to be a high performance propellant for ion electrospray thrusters. The proposed effort is to take full advantage of these remar...","NASA applications are many, as most space system designs attempt to minimize bus mass and volume budgets to maximize payload capacity, and are concerned about propulsion. The co...",3,5,Mid,Mid,0.686,Mid,0.5081,Mid,0.7707,Mid,0.788,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0833,102223,Model and Testing Based Assurance of COTS Systems in Space Radiation Environments,Small Business Innovation Research/Small Business Tech Transfer,TX11.6.2 Automated Exascale Software Development Toolset,"Alphacore, with their research partner Vanderbilt University, propose innovative strategies based on a complete system analysis of High Performance Computing (HPC) Commercial Off-The-Shelf (COTS) parts. The use of COTS in space for electronics is a potentia...",The results from this project will be relevant to any NASA mission or project and any space mission that intends to send humans beyond LEO (Low Earth Orbit) with a High-Performa...,2,4,Mid,Low,0.6216,Low,0.3881,Low,0.8205,Mid,0.5497,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0834,102247,Probabilistic Formulation of Multi-Fidelity Aerodynamic Databases (ProForMA),Small Business Innovation Research/Small Business Tech Transfer,TX15.1.3 Aeroelasticity,The design of new aircraft involves understanding the flow physics around the configurations as well as their stability and control characteristics over the entire flight envelope. Such a coverage is extremely expensive if wind tunnel and flight tests are t...,"ProForMA addresses a critical need in NASA's repository of tools and techniques to develop unconventional aircraft. Several T&E efforts at NASA, have to bear exorbitant costs fo...",3,6,Mid,Mid,0.6804,Mid,0.3539,Low,0.3742,Mid,0.5896,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0835,102249,Validation of UAM Dynamics Modeling Tool Suite Using Scaled Modular Aerial Research Testbed,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.4 Aeroacoustics,"In Phase I, a comprehensive tool suite for the quantitative assessment of UAM aircraft ride qualities with respect to passenger comfort. As a result of this effort the validation of the tool suite was attempted however due to the lack of publicly available ...",Potential NASA commercial applications for the validated PANTHER tool suite include the direct engineering services in the design and feasibility studies of UAM configurations a...,2,6,Mid,Mid,0.586,Mid,0.4864,Mid,0.8657,Mid,0.7239,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0836,102250,Less Iron and More Switches Increase Range,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.8 All-Electric Propulsion,Current prototype motors and inverters for small aircraft electric propulsion have impressive efficiency of about 95 and 97% and typical power density of a little over 2kw/kg and 5kw/kg respectively. We can improve each of these metrics with a rigid winding...,"Scalable technology, at least 10-100kW for main propulsion, electric actuation, auxiliary drives etc Our innovations are relevant to any motor and inverter application with a hi...",4,6,Mid,High,0.5311,Mid,0.3957,Mid,0.6408,Mid,0.6759,raw_excel_test_split,Mid,Mid,High
RAW-TEST-0837,102259,"Near Real-Time Computational Noise Monitoring Tool for UAM e-VTOL Aircraft, Phase II",Small Business Innovation Research/Small Business Tech Transfer,TX15.1.4 Aeroacoustics,"This effort builds on a highly successful Phase I to develop a computational, near real-time, aircraft noise monitoring tool called UAM Noise Integration Tool (UNIT). UNIT avoids the need for costly physical noise collection networks and equipment. It enabl...","The ATM-X Testbed can use our integrated UNIT software to produce real-time simulations to analyze the environmental impacts of future UAM e-VTOL scenarios, as well as non-UAM s...",3,6,Mid,Mid,0.6735,Mid,0.4064,High,0.3941,Mid,0.6727,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0838,102269,High Performance Solver for Coupled Cavitation and Fluid-Structure Interaction in Cryogenic Environments,Small Business Innovation Research/Small Business Tech Transfer,TX11.4.4 Collaborative Science and Engineering,"The innovation proposed here is a high performance, high fidelity simulation capability to enable accurate, fast and robust simulation of coupled cavitation and fluid-structure interaction (FSI) in flows involving cryogenic fluids of interest to NASA (such ...","(a) Analysis of cryogenic propellant delivery systems (tanks, runlines), and control elements such as LOX control valves (b) Coupled hydrodynamics, valve timing and scheduling, ...",3,6,Mid,Mid,0.7575,Mid,0.6495,Mid,0.9391,Mid,0.8011,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0839,10227,"Metal Rubber^TM Sensors for Skin Friction Measurements, Phase I",Small Business Innovation Research/Small Business Tech Transfer,TX13.2.7 Test Instruments and Sensors,The objective of this NASA STTR program is to develop conformal thin film sensors and sensor arrays for the direct measurement and mapping of distributed skin friction on the surfaces of flight-test vehicles and wind tunnel models at DFRC and other NASA cen...,"Primary customers would be university, government laboratory and aerospace industry researchers. Small, unmanned air vehicles large enough to carry the extra load associated wit...",4,5,Mid,Mid,0.6976,Mid,0.5537,Mid,0.5502,Mid,0.7833,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0840,102275,Controlled-Release Silver Biocide Device,Small Business Innovation Research/Small Business Tech Transfer,TX06.1.2 Water Recovery and Management,"Silver and its compounds are of significant appeal as biocides for long-duration space missions, as they are capable of destroying or inhibiting the growth of a wide spectrum of microorganisms including bacteria, viruses, algae, molds and yeast, while exhib...","This technology is expected to be baselined for all future advanced space missions including Lunar and Mars bases, and vehicles required for transport. Extensive commercial pote...",3,5,Mid,Mid,0.73,Mid,0.5055,Low,0.6136,Mid,0.7314,raw_excel_test_split,Mid,Mid,Mid
