project_id,project_title,target_label,predicted_label,confidence,rubric_scores,retrieval_distribution,top_evidence_sentences,missing_high_trl_reason,final_reason
33336,"High Temperature ""Smart"" P3 Sensors and Electronics for Distributed Engine Control",Mid,Mid,0.9696332461655749,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","commercialization_context The proposed sensor directly supports NASA Aeronautics Research Mission Directorate (ARMD) research thrusts including vehicle safety, efficiency and carbon emission reduction. | Aero propulsion turbine engines, communally used in commercial and military jets, would benefit significantly by having a non-invasive, small mass, on engine component sensor allowing for visibility of the conditions in the turbine engine. | The long-term objective of the proposed effort is to advance high-temperature P3 sensor technology for DEC applications through working with OEM partners and industry working groups to: (1) to iterate the current technology toward DEC formats/functions, (2) advance the digital electronics design/firmware and high temperature electronics, and (3) (through demonstration and stakeholder collaboration) present the viability (technical and business case) of the proposed sensor. | The long-term objective of the proposed effort is to advance high-temperature P3 sensor technology for DEC applications through working with OEM partners and industry working groups to: (1) to iterate the current technology toward DEC formats/functions, (2) advance the digital electronics design/firmware and high temperature electronics, and (3) (through demonstration and stakeholder collaboration) present the viability (technical and business case) of the proposed sensor. | NASA in collaboration with Air Force Research Lab (AFRL) has been conducting research in developing technologies to enable Distributed Engine Control (DEC) architectures.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
9559,"Lightweight, Efficient Power Converters for Advanced Turboelectric Aircraft Propulsion Systems",Mid,Mid,0.9845371682969468,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","MTECH is currently working toward a demonstration site of such a distribution system, which could utilize the components developed in this NASA program. | Other non-NASA federal government applications include a cryogenic motor drive system for the Navy's All-Electric Ship program, and equipment for superconducting accelerators at DOE national accelerator labs. | commercialization_context Commercial applications include industrial utility projects to develop superconducting power transmission, superconducting wind turbine generators, and distribution systems for large buildings such as data centers and manufacturing plants based on superconducting cables.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
145972,"Radiator for Nuclear Powered Spacecraft, Year 2",Mid,Mid,0.6743272113339981,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.6, 'mid': 0.4, 'high': 0.0}",commercialization_context Woven bare carbon fins are applicable to all future missions using nuclear electric power and propulsion and to some solar system planetary surface missions using nuclear power generation systems.,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
9500,Advanced Oxidation Technology for Potable Water Disinfection,Mid,Mid,0.9734276773928205,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","During the Phase I project, the effectiveness of the proposed system for potable water production will be demonstrated. | During the Phase I project, the effectiveness of the proposed system for potable water production will be demonstrated. | The availability of high-quality potable water is essential in crewed space missions. | The availability of high-quality potable water is essential in crewed space missions.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
14777,Flight Hardware Virtualization for On-Board Science Data Processing Project,Mid,Low,0.38527188590699646,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.4, 'high': 0.2}","If successful, the project will produce a prototype embedded hypervisor system that consists of a of a LEON3 processor board, a real time Core Flight Executive Virtual Machine, and a Science Data processing Virtual Machine. | Prototype Virtualization Environment 6. | Setup Lab and Software Development Evironment 4. | Setup Lab and Software Development Evironment 4. | commercialization_context Decreased software integration and debug time.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
12856,A Scalable Semantics-Based Verification System for Flight Critical Software,High,High,0.5716199338603494,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.2, 'mid': 0.4, 'high': 0.4}","commercialization_context Our matching logic verification system for the C programming language will lower the time to develop, and reduce the number of bugs in NASA software. | We plan to market our completed tool to software companies, such as Microsoft and Google. | Ultimately, our proposed research will result in a verifier that is both more scalable and more trustworthy than the competition. | Ultimately, our proposed research will result in a verifier that is both more scalable and more trustworthy than the competition.",,"High-TRL deployment or commercialization evidence was strong enough, and retrieval/model signals support a high maturity class."
113284,Infiltrated Hafnium Carbonitride Protective Layers for Carbon Composite Hot Structures,Mid,Mid,0.8054330545494455,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","commercialization_context Reentry vehicles, access to space, heat shields, crew capsules, boost engine exit cones, altitude control engine nozzles, roll control engine nozzles, reentry aeroshells Hypersonic vehicle leading edges, commercial access to space, heat shields, commercial crew capsules, missiles, missile defense interceptors, scramjet inlets, hypersonic airplanes",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
18406,SWIFT-nanoLV Avionics Platform,Mid,Mid,0.9505109935094966,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.2, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 0.8, 'high': 0.2}","After developing a concept design and testing brassboard prototypes in the Phase I effort, TUI will build and test a fully functional avionics platform in the Phase II effort. | After developing a concept design and testing brassboard prototypes in the Phase I effort, TUI will build and test a fully functional avionics platform in the Phase II effort. | After developing a concept design and testing brassboard prototypes in the Phase I effort, TUI will build and test a fully functional avionics platform in the Phase II effort. | After developing a concept design and testing brassboard prototypes in the Phase I effort, TUI will build and test a fully functional avionics platform in the Phase II effort. | The availability of low-cost, responsive nano/micro launch vehicles will increase the ability for these agencies to field those missions.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
10536,Miniature Universal Sampling System for Scientific Instruments Project,Low,Low,0.9170451161773947,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.6, 'high': 0.2}","commercialization_context Plasma-based sampling systems offer three key advantages over other sampling systems: 1) they do not require sample preparation, 2) they can analyze in real-time, and 3) they do not rely on volatility - meaning they are capable of sampling solids, liquids or gases.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
89756,Robotic ISRU Construction of Planetary Landing and Launch Pad,Mid,Mid,0.9067870950526559,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}",commercialization_context NASA applications include building landing pads on planetary surfaces covered in regolith such as for example Mars and the Moon. | Non-NASA space related applications would include mining of resources for commercial gain.,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
94971,Simulation of Lander Plume-Induced Particle Clouds and Surface Cratering,Mid,Mid,0.8740157253539963,"{'principle_score': 0.25, 'concept_score': 0.25, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","This simulation tool was matured to production readiness in a FY18 Tip project but was limited to the ability to model a single regolith particle size. | The upgraded tool components and the process to generate the more complex multi-size particle physics models will be ported to NASA supercomputers, the process of generating the required databases and integrating them into a simulation will be established, and the simulation capability matured to production readiness. | The DEM is applied as a first principle method to extract and formulate the granular material physics constituent models. | This TIP project will advance multi-particle physics interaction simulation capability from TRL 4 (i.e., fully functioning simulation process) to a TRL of 5 or 6, i.e., establishing a full production level simulation demonstration for lander concept development support. | Application demonstrations will be performed for both Martian and Lunar environments.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
9408,Self-healing Nanocomposites for Reusable Composite Cryotanks,Mid,Mid,0.7398747976036117,"{'principle_score': 0.0, 'concept_score': 0.5, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","Phase II will build upon the Phase I program to enable a TRL 5-6 working proof of concept and prototype for NASA testing, capable of long term use with high cycle performance at cryogenic temperatures. | Phase II will build upon the Phase I program to enable a TRL 5-6 working proof of concept and prototype for NASA testing, capable of long term use with high cycle performance at cryogenic temperatures. | Phase II will build upon the Phase I program to enable a TRL 5-6 working proof of concept and prototype for NASA testing, capable of long term use with high cycle performance at cryogenic temperatures. | Phase II will build upon the Phase I program to enable a TRL 5-6 working proof of concept and prototype for NASA testing, capable of long term use with high cycle performance at cryogenic temperatures. | commercialization_context Future NASA missions will rely on the use of composite structures as main structural members of space vehicles and composite overwrapped pressure vessels (COPVs) for spaceflight propellant tanks to store fuels, oxidizers, and other liquids for launch and space exploration vehicles.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
113047,"Adaptive, Velocity-Sensing Receiver for In-Line Inspection of Additive Manufactured Aerospace Parts",Mid,Mid,0.9820366644280253,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.2, 'mid': 0.6, 'high': 0.2}","commercialization_context Additive manufacturing is finding broad applications by NASA and its contractors for the fabrication of high-value, safety-critical components. | The enhanced in-line AM inspection system described in this proposal will enable the production of fully qualified AM parts to be used in the Orion Spacecraft and the Space Launch System. | In a previous NASA SBIR project, we demonstrated the feasibility of filling this gap by applying laser ultrasonic testing (LUT) for nondestructive evaluation of each AM deposited layer in real time as it is formed. | In a previous NASA SBIR project, we demonstrated the feasibility of filling this gap by applying laser ultrasonic testing (LUT) for nondestructive evaluation of each AM deposited layer in real time as it is formed. | While AM has many benefits, there is a gap in the availability of reliable techniques to qualify the finished parts.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
89909,Real-Time Integrated Navigation System for Planetary Exploration (RT-INSPEX),High,Mid,0.9675020843232831,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","The capability of localization without GNSS using vision can be used to know one's position in consumer applications when GPS is not available or intermittent. | Further areas the technology would find application in include: (1) commercially available and military based personnel tracking devices; (2) GPS-free navigation for both manned and unmanned ground, air, and sea vehicles; (3) military missions involving unmanned platforms; (4) accurate floor plan mapping of GPS-denied indoor environments that pose a risk for human intervention; (5) robotic surveillance applications; (6) aiding search and rescue missions; and (7) local law enforcement agencies for detecting the locations of harmful objects. | The final system can be applied to a variety of systems for NASA, the military, and in the commercial sector. | The final system can be applied to a variety of systems for NASA, the military, and in the commercial sector.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
146312,Using Goddard's High-Speed Interferometry to Characterize Deformable Mirror Dynamics and Stability,Mid,Low,0.9018620455261241,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.5, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.6, 'mid': 0.4, 'high': 0.0}","We plan to integrate the HSI into the Exoplanet Spectroscopy (ExoSpec) Testbed to interrogate the dynamics of a Kilo DM from Boston Micromachines Corp. | Specific project objectives to be completed within one year include the characterization of instabilities due to noise in drive electronics, a demonstration of the capability to make drift measurements over longer timescales, and the characterization of a 3-DOF picometer-capable actuator. | commercialization_context The detection and characterization of habitable worlds around other stars is one of the key science goals for the Astro 2020 Decadal large mission concepts like LUVOIR and HabEx and is aligned with NASA's strategic objective to search for life elsewhere. | commercialization_context The detection and characterization of habitable worlds around other stars is one of the key science goals for the Astro 2020 Decadal large mission concepts like LUVOIR and HabEx and is aligned with NASA's strategic objective to search for life elsewhere.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
93102,Human Robotic Systems (HRS): Robotic ISRU Acquisition: Exploration Ground Data Systems (xGDS),Mid,Mid,0.9927786991957372,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.2, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 0.6, 'high': 0.4}","In particular, we focus on interacting with systems with constrained communications, including intermittent communications availability or lunar to near Earth asteroid (NEA) time delays of 3 to 50 seconds, applicable to near-term missions such as the lunar Resource Prospector (RP) or the Asteroid Redirect Mission (ARM). | In particular, we focus on interacting with systems with constrained communications, including intermittent communications availability or lunar to near Earth asteroid (NEA) time delays of 3 to 50 seconds, applicable to near-term missions such as the lunar Resource Prospector (RP) or the Asteroid Redirect Mission (ARM). | Deployment and field testing will be funded by the Science Mission Directorate (SMD) in support of the SMD Mojave Volatiles Prospector (MVP) field test, with the ultimate goal of maturing parts of the xGDS system (the traverse planner, real time plotting, and raster mapping tools) to a level where they will be ready to be infused into the lunar Resource Prospector (RP), which is being developed within NASA through a partnership between STMD/GCD and HEOMD/AES. | commercialization_context In FY14, we will develop time-delayed image and video processing and archiving tools, and add support for mobile devices.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
125559,High Temperature Additively Manufactured ROM for Venus Surface Operation,Mid,High,0.45979416263790707,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","commercialization_context The proposed HT additive ROM is the next logical development step for enhancing computational power on the corrosive, high-pressure (~100 bar), high-temperature (up to 500˚C) Venus surface. | Any application that needs very high temperature data collection is a potential market. | Each design will be tested at 500C to validate feasibility of Venus surface operation. | Each design will be tested at 500C to validate feasibility of Venus surface operation. | The body of this work will culminate in a scalable ROM structure that can accompany the SiC RISC-V chipset in a single heterogenous package.",,"High-TRL deployment or commercialization evidence was strong enough, and retrieval/model signals support a high maturity class."
14683,Carbon Nanotube Multifunctional Tendons for Tensegrity Robots Project,Mid,Low,0.8162634608329613,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.8, 'mid': 0.2, 'high': 0.0}",This effort is a collaboration with NASA Ames to develop multifunctional tendons based upon carbon nanotube wires and yarns and demonstrates their use in actuation systems representative of those used in tensegrity robots. | This effort is a collaboration with NASA Ames to develop multifunctional tendons based upon carbon nanotube wires and yarns and demonstrates their use in actuation systems representative of those used in tensegrity robots. | commercialization_context The proposed innovation will have broad potential impact in NASA space exploration and aeronautics applications.,,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
23273,An Integrated Low-Volume Nutritional Countermeasure to Maintain Muscle Mass and Function During Space Exploration,Mid,Mid,0.7907113292854201,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.6, 'high': 0.2}","Nutrition-based countermeasures represent one of the few viable intervention strategies available during long-duration spaceflight. | Nutrition-based countermeasures represent one of the few viable intervention strategies available during long-duration spaceflight. | commercialization_context Our long-term goal is to identify, prevent, and remedy defects in the metabolic pathway that contribute to the loss of muscle mass and function during exposure to microgravity.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
89612,Environmentally Protective Fabrics for Spacesuits,Mid,Mid,0.9365251487982027,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}",commercialization_context This development is focused on new environmentally protective spacesuits specifically for Mars missions. | The individual and composite technologies developed will have a wider use for commercial protective fabrics.,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
18312,OrFPGA: An Empirical Performance Tuning Tool for FPGA Designs,Mid,Mid,0.8300127560733677,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.4, 'mid': 0.0, 'high': 0.6}","commercialization_context The OrFPGA tool can be used by hardware engineers at NASA and its Prime Contractors to get the incremental performance optimizations required for closing critical FPGA designs in space applications. | Other potential markets could include DoD and its Prime Contractors, DOE, and DHS on the government side as well as medical, communication, and banking industries on the industry side. | The tool will be available as a standalone alone as well as an add-on feature in the existing FPGA design tools.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
93657,Multi-Mode Micropropulsion,Low,Mid,0.44023542191698656,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 0.8, 'high': 0.2}","commercialization_context Multi-mode propulsion fulfills NASA technology needs as outlined in the In-Space Propulsion Technology Roadmap, monopropellant microthrusters and electrospray thrusters, as well as fulfilling needs highlighted by the National Research Council, specifically the need for both chemical and non-chemical propulsion that fulfills the needs for high mobility micro-satellites and extremely fine pointing and positioning for certain astrophysics missions. | It has potential to impact the exploding small/CubeSat market, an estimated market value of $7.4B, with a predicted 360% increase in launches over the next 5 yrs, and future plans for competing space-based internet constellations. | the thruster concept consists of an integrated microtube/electrospray thruster that shares all propulsion system hardware between electric and chemical thruster modes, i.e. | the thruster concept consists of an integrated microtube/electrospray thruster that shares all propulsion system hardware between electric and chemical thruster modes, i.e.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
8527,Integrated Sublimator Driven Coldplate for use in Active Thermal Control System,Low,Mid,0.94751903918295,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","The ISDC builds on the original SDC concept by adding coolant layers so that it can be integrated with the pumped fluid loop on the rest of the vehicle. | The ISDC builds on the original SDC concept by adding coolant layers so that it can be integrated with the pumped fluid loop on the rest of the vehicle. | commercialization_context In addition to NASA space vehicles, commercial space vehicles may benefit from this technology as well. | Paragon has been working with a number of commercial space companies to design their thermal control systems.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
125564,High temperature superconducting magnet operating above 15 K for ADR cooling,High,Mid,0.9362210042355971,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 0.8, 'high': 0.2}","This Phase II program will develop a much higher operating temperature superconducting coil and deliver a full-scale prototype that establishes the capability of exceeding the requirements set forth in topic area S.109 for Sub-Kelvin Cooling ADR (Adiabatic Demagnetization Refrigeration). | A full length, full radial build prototype demo coil will be designed, developed, built, tested and delivered to NASA for evaluation and validation, attaining a TRL of 8 upon completion. | commercialization_context - A new type of 2212-based superconducting coil that will operate in the 15 K to 20 K temperature range for application in next generation ADR magnets sought by NASA for a class of space-based instruments, as compared to present 10 K and lower operating temperature coils, and meeting the specified > 15 K operating temperature range.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
91501,Astro-Interferometric Modeling and Spatio-Spectral Reconstruction,Low,Low,0.926509005407427,"{'principle_score': 0.0, 'concept_score': 0.5, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","The practicality of this technique is currently being examined with analytical models and experimental testing at GSFC with the Spatio-spectral Interferometer Computational Optical Model (SsICOM) and the Wide-Field Imaging Interferometry Testbed (WIIT), respectively. | Continued modeling, simulation, and maturation of this interferometric imaging technique are also considered high-priority (TABS 11.2.4a) because early science modeling and algorithmic development allows the conception of larger, long-term projects, such as a space-borne infrared wide-field spatio-spectral interferometer, to be eventually realized. | The practicality of this technique is currently being examined with analytical models and experimental testing at GSFC with the Spatio-spectral Interferometer Computational Optical Model (SsICOM) and the Wide-Field Imaging Interferometry Testbed (WIIT), respectively. | The practicality of this technique is currently being examined with analytical models and experimental testing at GSFC with the Spatio-spectral Interferometer Computational Optical Model (SsICOM) and the Wide-Field Imaging Interferometry Testbed (WIIT), respectively. | commercialization_context These hardware and software models will verify the validity of an interferometric imaging technique such that its status can be promoted to NASA Technology Readiness Level 6 (TRL6) with continued research.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
9713,Engineered Materials for Advanced Gas Turbine Engine,Mid,Low,0.8221946827267975,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","commercialization_context Power plant unit, boilers, diesel engines and stationary gas and steam turbines at a potentially much lower cost sheets for oxidizing atmosphere, Land base gas turbine engine.The composite powders also should find application in thermal-sprayed or cold-sprayed steam oxidation, corrosion-resistant high-temperature coatings for retrofitting existing fossil-fired power plant equipment, and laser additives manufacturing for turbine engine/blade repairing or refurbishing.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
116366,Health Sensors for Inflatable habitats,Mid,Mid,0.9979002064807577,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","Under the Health Sensor for Inflatable habitats Tipping Point (HSI-TP) project, Luna Innovations is partnering with Sierra Nevada Corporation (SNC), ILC Dover, and NASA Johnson Space Center (JSC) to advance an innovative structural health monitoring system for inflatable space habitats that will benefit the Lunar Gateway, future Mars missions, and the commercial space industry. | Under the Health Sensor for Inflatable habitats Tipping Point (HSI-TP) project, Luna Innovations is partnering with Sierra Nevada Corporation (SNC), ILC Dover, and NASA Johnson Space Center (JSC) to advance an innovative structural health monitoring system for inflatable space habitats that will benefit the Lunar Gateway, future Mars missions, and the commercial space industry.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
17828,High-performance 1024x1024 MWIR/LWIR Dual-band InAs/GaSb Type-II Superlattice-based Camera System,Mid,Mid,0.7109478283333401,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","commercialization_context LWIR is also of special interest to NASA for planetary observation missions. | IR imaging sensors also find their use in commercial applications such as deep-space astronomy, commercial satellite imaging, geophysics, geology, remote environmental (pollution) IR sensing, law enforcement, search and rescue, firefighting and emergency response.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
33270,A Miniature Compressor for In-Situ Resource Utilization on Mars,Mid,Mid,0.7253530794308508,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","A key objective for NASA's next rover mission to Mars is the demonstration of oxygen production from atmospheric carbon dioxide. | A necessary component in such a demonstration system is a blower or compressor that can deliver the necessary carbon dioxide mass flow to a production plant. | We foresee that this unit will mainly be incorporated in high value analytical instruments for atmospheric sampling and for systems to detect airborne chemical, biological, and nuclear warfare agents. | A key objective for NASA's next rover mission to Mars is the demonstration of oxygen production from atmospheric carbon dioxide. | Such a technology demonstration may pave the way for a future sample return mission to the Red Planet as well as possibly a future manned mission to Mars.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
157202,Dedicated High-Performance Radiation-Tolerant Processor for On-Board Instrument Processing and In-Situ Science Autonomy,Low,Mid,0.8877031701785504,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","Unlike the Microchip HPSC, the LS1046-Space is available now as a part that can be procured, allowing for an immediate, near-term solution for missions and instruments requiring a radiation-tolerant hard processor with advanced computational capability. | Even as space-qualified HPSC parts and SBCs become available, the SpaceCube RADICAL could then serve as a low-cost alternative to the HPSC for low-budget small satellite, Class D, and sub-Class D missions. | This project will develop a high-performance, CubeSat-sized single board computer (SBC), known as SpaceCube RADICAL (Rad-tolerant Application Data processor for Integrated Cubesat Architecture with LS1046), featuring the Teledyne LS1046-Space, a commercial, radiation-tolerant, quad-core ARM Cortex-A72 1.8 GHz processor. | To enhance the overall system reliability and allow for its use for a variety of mission classes and orbits, RADICAL will employ a hybrid architecture, using radiation-hardened peripheral circuitry to power and monitor the commercial LS1046-Space processor.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
